Title;Summary;Article URL;Date;Document_Type;Product_Type;Countries;Regions;Drug_names;Language;Source URL;title_english;summary_english;File_Name
These Patients May Be Less Adherent to nAMD Treatment;BARCELONA, Spain — Patients who receive a diagnosis of neovascular age-related macular degeneration (nAMD) from their primary care clinician may be less likely to adhere to treatment than those who receive the diagnosis from a specialist who provides anti–vascular endothelial...;https://icr-global.org/2024/10/24/these-patients-may-be-less-adherent-to-namd-treatment/;None;Law;Other;Spain, Global;Southern Europe, Global;None;English;https://icr-global.org/clinical-research-news/page/3/;None;None;ICR_news.xlsx
Estrogen’s Impact on Cancer Reveals New Treatment Options;A groundbreaking new approach for treating triple-negative breast cancer (TNBC) is moving forward, thanks to discoveries from Dr. Donald McDonnell’s lab at Duke University. Traditionally, hormone therapies have only been considered effective for estrogen receptor-positive (ER+) cancers, but McDonnell’s research...;https://icr-global.org/2024/10/24/estrogens-impact-on-cancer-reveals-new-treatment-options/;None;Law;Drug Substance;Global;Global;None;English;https://icr-global.org/clinical-research-news/page/3/;None;None;ICR_news.xlsx
Sanofi launches high-dose flu vaccine in the UK;Sanofi has announced the launch of its high-dose egg-based quadrivalent influenza vaccine (QIV-HD) in the UK. This vaccine is designed for people aged 65 and older, as well as clinically at-risk individuals aged 60 to 64. Sanofi launches high-dose flu...;https://icr-global.org/2024/10/17/sanofi-launches-high-dose-flu-vaccine-in-the-uk/;None;Other Type;Vaccine;United Kingdom;Northern Europe;None;English;https://icr-global.org/clinical-research-news/page/4/;None;None;ICR_news.xlsx
New data underline cancer risk of Bluebird therapy for brain disease;Seven young boys given Bluebird’s Skysona later developed blood cancers, findings that could shape how doctors balance the treatment’s risks against its benefit. New data underline cancer risk of Bluebird therapy for brain disease | BioPharma Dive;https://icr-global.org/2024/10/17/new-data-underline-cancer-risk-of-bluebird-therapy-for-brain-disease/;None;Other Type;Other;Global;Global;None;English;https://icr-global.org/clinical-research-news/page/4/;None;None;ICR_news.xlsx
Heart patient goes home hours after live-streamed valve replacement;Cardiologists at Sheffield Teaching Hospitals NHS Foundation Trust have performed a cutting-edge heart valve replacement procedure live to an international audience. Heart patient goes home hours after live-streamed valve replacement – PharmaTimes;https://icr-global.org/2024/10/17/heart-patient-goes-home-hours-after-live-streamed-valve-replacement/;None;Instructions;Other;Global;Global;None;English;https://icr-global.org/clinical-research-news/page/4/;None;None;ICR_news.xlsx
ERLEADA shows 23% survival benefit over enzalutamide in prostate cancer study;In a landmark study, Johnson & Johnson has announced that ERLEADA (apalutamide) significantly reduces the risk of death by 23% at 24 months compared to enzalutamide in patients with metastatic castration-sensitive prostate cancer (mCSPC). ERLEADA shows 23% survival benefit over...;https://icr-global.org/2024/10/10/erleada-shows-23-survival-benefit-over-enzalutamide-in-prostate-cancer-study/;None;Other Type;Other;Global;Global;None;English;https://icr-global.org/clinical-research-news/page/5/;None;None;ICR_news.xlsx
Study Aims to Resolve Variants of Uncertain Significance;A pioneering study led by Dr. Lachlan Jolly at the University of Adelaide’s Neurobiology Research Group is transforming genetic diagnostics by resolving variants of uncertain significance (VUS) using skin samples. Many patients with VUS lack a definitive diagnosis because RNA...;https://icr-global.org/2024/10/10/study-aims-to-resolve-variants-of-uncertain-significance/;None;Law;Other;Global;Global;None;English;https://icr-global.org/clinical-research-news/page/5/;None;None;ICR_news.xlsx
How Experts See This COVID and Flu Season Unfolding;What’s the outlook for COVID-19 and flu this fall and winter? It’ll probably be a lot like last year, experts say. “We currently expect this flu season to be comparable to last year’s season,” said Adrienne Keen, PhD, of the...;https://icr-global.org/2024/10/10/how-experts-see-this-covid-and-flu-season-unfolding/;None;Other Type;Vaccine;Global;Global;None;English;https://icr-global.org/clinical-research-news/page/5/;None;None;ICR_news.xlsx
Sleep-Disordered Breathing Common After Stroke;Sleep-disordered breathing (SDB) affects 60% of patients with stroke, with prevalence ranging from 57% in North America to 70% in Asia and overall prevalence rates remaining unchanged between 2010 and 2023, new research shows. Sleep-Disordered Breathing Common After Stroke;https://icr-global.org/2024/12/12/sleep-disordered-breathing-common-after-stroke/;None;Order;Other;United States;North America;None;English;https://icr-global.org/clinical-research-news/;None;None;ICR_news.xlsx
New data could help Merck expand use of cardiovascular drug;None;https://icr-global.org/2024/12/12/new-data-could-help-merck-expand-use-of-cardiovascular-drug/;None;Other Type;Other;Global;Global;None;English;https://icr-global.org/clinical-research-news/;None;None;ICR_news.xlsx
The ICH E6(R3) Guideline reaches Step 4 of the ICH Process;The ICH E6(R3)  “Good Clinical Practice”  Guideline provides a unified standard to facilitate the mutual acceptance of clinical trial data for ICH member countries and regions by applicable regulatory authorities. ICH Official web site : ICH;https://icr-global.org/2025/01/15/the-ich-e6r3-guideline-reaches-step-4-of-the-ich-process/;None;Law;Other;Global;Global;None;English;https://icr-global.org/clinical-research-news/;None;None;ICR_news.xlsx
European Commission consultation on the effectiveness of the Cosmetics Products Regulation;The European Commission has started a public consultation to review the effectiveness of the Cosmetics Products Regulation. This follows on from the call for feedback received earlier this year. The main goals of the Regulation are to: The consultation aims to: Anyone interested can take part in the consultation, and is relevant for producers, importers, distributors and suppliers of cosmetic products. The consultation is open until 28 July. You can take part on the European Commission website through the ‘Have your say’ portal Opens in new window . The European Commission will consider input from this consultation in the further...;https://www.hpra.ie/news-events/news/article/european-commission-consultation-on-the-effectiveness-of-the-cosmetics-products-regulation;22/05/2025;Form;Other;Global;Global;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Beware of misleading claims – the HPRA does not promote or endorse specific health products or brands;We are aware of an increase in websites and advertisements falsely claiming that their products, including medicines, medical devices and cosmetics, are directly recommended by the HPRA.;https://www.hpra.ie/news-events/news/article/beware-of-misleading-claims;09/05/2025;NDA Approval;Medical Device;Global, Ireland;Global, Northern Europe;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Over 1 million units of illegal medicines detained by the HPRA in 2024;Grainne Power, HPRA Director of Compliance Over one million units of illegal medicines were detained by the HPRA in 2024, marking a 14% increase compared to numbers detained in 2023. Announcing its annual enforcement data, the HPRA confirmed that it detained 1,000,984 dosage units* of falsified and other illegal medicines in 2024. The data highlights that anabolic steroids, sedatives and erectile dysfunction products are consistently the most detained categories of medicines year on year. The HPRA continues to encourage consumers to make informed and safe choices by purchasing prescription medicines only from authorised sources, ensuring their safety and quality. When...;https://www.hpra.ie/news-events/news/article/over-1-million-units-of-illegal-medicines-detained-by-the-hpra-in-2024;30/04/2025;Law;Drug Product;Global, Ireland;Global, Northern Europe;GLP-1;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Vacancy for the role of Chief Executive of the HPRA;No summary available;https://www.hpra.ie/news-events/news/article/vacancy-for-the-role-of-chief-executive;04/04/2025;Other Type;Other;Global;Global;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
HPRA announces Chief Executive Dr Lorraine Nolan to step down from her role in December 2025;The HPRA today announced that its Chief Executive, Dr Lorraine Nolan, will step down from her position at the end of this year to pursue new career options.;https://www.hpra.ie/news-events/news/article/hpra-announces-chief-executive-dr-lorraine-nolan-to-step-down-from-her-role-in-december-2025;03/04/2025;Form;Medical Device;Global;Global;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Verification of economic operator registration details for medical device inspections;We are conducting an activity to verify the registration details of medical device economic operators prior to conducting inspections.;https://www.hpra.ie/news-events/news/article/verification-of-economic-operator-registration-details-for-medical-device-inspections;27/03/2025;Petition;Medical Device;Global;Global;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Potential risks of advanced therapy products promoted online;"The HPRA wishes to highlight the recent joint statement
Opens in new window
from the European Heads of Medicines Agency (HMA) and the European Medicines Agency (EMA).";https://www.hpra.ie/news-events/news/article/potential-risks-of-advanced-therapy-products-promoted-online;18/03/2025;EPAR;Biological;Global, European Union, Ireland;Global, Northern Europe, European Union;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Vacancy for Director of Veterinary Sciences;We are now recruiting for the role of Director of Veterinary Sciences.;https://www.hpra.ie/news-events/news/article/vacancy-for-director-of-veterinary-sciences;04/03/2025;Other Type;Other;Global;Global;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
HPra Announces Retirement of Dr Gabriel Bechinor, Director of veterinary sciences;The HPRA today announced the retirement of Dr Gabriel Beechinor, Director of Veterinary Sciences, after more than 37 years of dedicated service to the organisation. In the initial stage of his career, following his appointment, Dr Beechinor was intrinsically involved in the establishment of the system for the authorisation of veterinary medicines in Ireland. He has subsequently held the position of Director of the HPRA’s Veterinary Sciences department for more than 26 years. During this period, under the leadership of Dr Beechinor, the HPRA became the highest performing agency in Europe for the authorisation of veterinary medicines in terms of...;https://www.hpra.ie/news-events/news/article/hpra-announces-retirement-of-dr-gabriel-beechinor--director-of-veterinary-sciences;27/02/2025;EPAR;Other;European Union, Ireland;Northern Europe, European Union;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Continuation of Simultaneous National Scientific Advice (SNSA);The Heads of Medicines Agency (HMA) has agreed to continue supporting Simultaneous National Scientific Advice (SNSA).;https://www.hpra.ie/news-events/news/article/continuation-of-simultaneous-national-scientific-advice-(snsa);20/02/2025;Form;Other;European Union;European Union;None;English;https://www.hpra.ie/news-events/news;None;None;IE.xlsx
Themabezoeken inspectie over gesloten deuren in de zorg;Zijn de deuren in verpleeghuizen, de jeugdhulp, de gehandicaptenzorg en de geestelijke gezondheidszorg open of op slot? Dat ...;https://www.igj.nl/actueel/nieuws/2025/05/28/themabezoeken-inspectie-over-gesloten-deuren-in-de-zorg;28/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Themabezoeken inspectie over gesloten deuren in de zorg;Zijn de deuren in verpleeghuizen, de jeugdhulp, de gehandicaptenzorg en de geestelijke gezondheidszorg open of op slot? Dat ...;IGJnews_items.xlsx
Regionale samenwerking belangrijk voor passende ggz-zorg voor mensen met complexe psychische problemen, maar die samenwerking verschilt;Het verschilt per regio wat zorgaanbieders, zorgverzekeraars en gemeenten samen doen om voldoende passende geestelijke ...;https://www.igj.nl/actueel/nieuws/2025/05/27/regionale-samenwerking-belangrijk-voor-passende-ggz-zorg-voor-mensen-met-complexe-psychische-problemen-maar-die-samenwerking-verschilt;27/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Regionale samenwerking belangrijk voor passende ggz-zorg voor mensen met complexe psychische problemen, maar die samenwerking verschilt;Het verschilt per regio wat zorgaanbieders, zorgverzekeraars en gemeenten samen doen om voldoende passende geestelijke ...;IGJnews_items.xlsx
Verscherpt toezicht voor Jeugdhulplooptdoor, onderdeel van de gemeente Alphen aan den Rijn;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Jeugdhulplooptdoor, onderdeel van de gemeente Alphen aan den Rijn, onder ...;https://www.igj.nl/actueel/nieuws/2025/05/22/verscherpt-toezicht-jeugdhulplooptdoor;22/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Verscherpt toezicht voor Jeugdhulplooptdoor, onderdeel van de gemeente Alphen aan den Rijn;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Jeugdhulplooptdoor, onderdeel van de gemeente Alphen aan den Rijn, onder ...;IGJnews_items.xlsx
Bewaren van stamcellen voor eigen gebruik in Nederland niet mogelijk;In Nederland zijn geen erkende instellingen voor het bewaren van stamcellen uit navelstrengbloed voor toekomstig eigen gebruik. ...;https://www.igj.nl/actueel/nieuws/2025/05/21/bewaren-van-stamcellen-voor-eigen-gebruik-in-nederland-niet-mogelijk;21/05/2025;Other Type;Other;Netherlands;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Bewaren van stamcellen voor eigen gebruik in Nederland niet mogelijk;In Nederland zijn geen erkende instellingen voor het bewaren van stamcellen uit navelstrengbloed voor toekomstig eigen gebruik. ...;IGJnews_items.xlsx
Structureel meer aandacht nodig voor infectiepreventie in de zorg;De zorg moet meer aandacht hebben voor hygiëne om infectieziektes en het verspreiden van ziekteverwekkers tegen te gaan. Dat is ...;https://www.igj.nl/actueel/nieuws/2025/05/19/structureel-meer-aandacht-nodig-voor-infectiepreventie-in-de-zorg;19/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Structureel meer aandacht nodig voor infectiepreventie in de zorg;De zorg moet meer aandacht hebben voor hygiëne om infectieziektes en het verspreiden van ziekteverwekkers tegen te gaan. Dat is ...;IGJnews_items.xlsx
Vier aanhoudingen in onderzoek naar verkoop van merkvervalste injectiepennen en illegale (genees)middelen;De FIOD (opsporingsdienst van het ministerie van Financiën) heeft vier personen aangehouden in verband met een onderzoek naar de ...;https://www.igj.nl/actueel/nieuws/2025/05/16/vier-aanhoudingen-in-onderzoek-naar-verkoop-van-merkvervalste-injectiepennen-en-illegale-geneesmiddelen;16/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Vier aanhoudingen in onderzoek naar verkoop van merkvervalste injectiepennen en illegale (genees)middelen;De FIOD (opsporingsdienst van het ministerie van Financiën) heeft vier personen aangehouden in verband met een onderzoek naar de ...;IGJnews_items.xlsx
Jongeren met eetstoornissen krijgen betere behandeling wanneer zorginstellingen meer samenwerken;Jongeren met eetstoornissen hebben vaak te maken met meerdere zorgverleners, die allen zeer betrokken zijn bij hun patiënten. ...;https://www.igj.nl/actueel/nieuws/2025/05/15/jongeren-met-eetstoornissen-krijgen-betere-behandeling-wanneer-zorginstellingen-meer-samenwerken;15/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Jongeren met eetstoornissen krijgen betere behandeling wanneer zorginstellingen meer samenwerken;Jongeren met eetstoornissen hebben vaak te maken met meerdere zorgverleners, die allen zeer betrokken zijn bij hun patiënten. ...;IGJnews_items.xlsx
Publicatie uitspraken procedures IGJ januari tot en met maart 2025;De Inspectie Gezondheidszorg en Jeugd (IGJ) publiceert elk kwartaal een overzicht van uitspraken van procedures waar de inspectie ...;https://www.igj.nl/actueel/nieuws/2025/05/15/publicatie-uitspraken-procedures-igj-oktober-tot-en-met-december-2024-kopie;15/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Publicatie uitspraken procedures IGJ januari tot en met maart 2025;De Inspectie Gezondheidszorg en Jeugd (IGJ) publiceert elk kwartaal een overzicht van uitspraken van procedures waar de inspectie ...;IGJnews_items.xlsx
Verscherpt toezicht voor Enver in Rotterdam;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Stichting Enver onder verscherpt toezicht gesteld. De jeugdhulpaanbieder biedt ...;https://www.igj.nl/actueel/nieuws/2025/05/14/verscherpt-toezicht-voor-enver-rotterdam;14/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Verscherpt toezicht voor Enver in Rotterdam;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Stichting Enver onder verscherpt toezicht gesteld. De jeugdhulpaanbieder biedt ...;IGJnews_items.xlsx
Toezichthouders werken samen aan versterken digitale en fysieke weerbaarheid;Toezicht op de digitale en fysieke weerbaarheid is essentieel voor Nederland vanwege onze -gedigitaliseerde- economie en ...;https://www.igj.nl/actueel/nieuws/2025/05/14/toezichthouders-werken-aan-versterken-digitale-en-fysieke-weerbaarheid;14/05/2025;Other Type;Other;Netherlands;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Toezichthouders werken samen aan versterken digitale en fysieke weerbaarheid;Toezicht op de digitale en fysieke weerbaarheid is essentieel voor Nederland vanwege onze -gedigitaliseerde- economie en ...;IGJnews_items.xlsx
Last onder dwangsom voor I.C. Thuiszorg in Badhoevedorp;De Inspectie Gezondheidszorg en Jeugd heeft I.C. Thuiszorg B.V. in Badhoevedorp een last onder dwangsom opgelegd. I.C. Thuiszorg ...;https://www.igj.nl/actueel/nieuws/2025/05/09/last-onder-dwangsom-ic-thuiszorg;09/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Last onder dwangsom voor I.C. Thuiszorg in Badhoevedorp;De Inspectie Gezondheidszorg en Jeugd heeft I.C. Thuiszorg B.V. in Badhoevedorp een last onder dwangsom opgelegd. I.C. Thuiszorg ...;IGJnews_items.xlsx
Last onder dwangsom voor Herstart je Gezondheid in Zwolle;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Herstart je Gezondheid B.V. een last onder dwangsom opgelegd. Deze aanbieder ...;https://www.igj.nl/actueel/nieuws/2025/05/07/last-onder-dwangsom-herstart-je-gezondheid-zwolle;07/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Last onder dwangsom voor Herstart je Gezondheid in Zwolle;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Herstart je Gezondheid B.V. een last onder dwangsom opgelegd. Deze aanbieder ...;IGJnews_items.xlsx
Verscherpt toezicht voor Huisartsenpraktijk Bevrijdingsplein in Leiden;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft huisartspraktijk Bevrijdingsplein in Leiden onder verscherpt toezicht gesteld. ...;https://www.igj.nl/actueel/nieuws/2025/05/07/verscherpt-toezicht-huisartsenpraktijk-bevrijdingsplein-leiden;07/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Verscherpt toezicht voor Huisartsenpraktijk Bevrijdingsplein in Leiden;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft huisartspraktijk Bevrijdingsplein in Leiden onder verscherpt toezicht gesteld. ...;IGJnews_items.xlsx
Aanwijzing: het bestuur van Het Adriano Huis in Bergen op Zoom moet opstappen;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Het Adriano Huis (HAH) een aanwijzing gegeven. HAH biedt zorg en ondersteuning ...;https://www.igj.nl/actueel/nieuws/2025/05/06/aanwijzing-het-adriano-huis-bergen-op-zoom;06/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Aanwijzing: het bestuur van Het Adriano Huis in Bergen op Zoom moet opstappen;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Het Adriano Huis (HAH) een aanwijzing gegeven. HAH biedt zorg en ondersteuning ...;IGJnews_items.xlsx
Verscherpt toezicht voor Stichting Thuiszorg de Appelhof in Appelscha;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Stichting Thuiszorg de Appelhof onder verscherpt toezicht gesteld. De Appelhof ...;https://www.igj.nl/actueel/nieuws/2025/05/01/verscherpt-toezicht-stichting-thuiszorg-de-appelhof;01/05/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Verscherpt toezicht voor Stichting Thuiszorg de Appelhof in Appelscha;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Stichting Thuiszorg de Appelhof onder verscherpt toezicht gesteld. De Appelhof ...;IGJnews_items.xlsx
Einde aanwijzing voor EerstZorg in Weesp, want de zorg is gestopt;RNK Global Investments/EerstZorg (EerstZorg) is gestopt als zorgaanbieder. De cliënten van EerstZorg waren al overgestapt naar ...;https://www.igj.nl/actueel/nieuws/2025/04/30/einde-aanwijzing-eerstzorg-weesp;30/04/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Einde aanwijzing voor EerstZorg in Weesp, want de zorg is gestopt;RNK Global Investments/EerstZorg (EerstZorg) is gestopt als zorgaanbieder. De cliënten van EerstZorg waren al overgestapt naar ...;IGJnews_items.xlsx
Einde aanwijzing voor Infinitascare in Rotterdam, want de zorg is gestopt;Infinitascare in Rotterdam is gestopt met het bieden van zorg. Daarmee is de aanwijzing die de Inspectie Gezondheidszorg en Jeugd ...;https://www.igj.nl/actueel/nieuws/2025/04/28/einde-aanwijzing-voor-infinitascare-in-rotterdam-want-de-zorg-is-gestopt;28/04/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Einde aanwijzing voor Infinitascare in Rotterdam, want de zorg is gestopt;Infinitascare in Rotterdam is gestopt met het bieden van zorg. Daarmee is de aanwijzing die de Inspectie Gezondheidszorg en Jeugd ...;IGJnews_items.xlsx
Verscherpt toezicht voor Komuna Zorg, locatie het Moeder en Kindhuis in Nibbixwoud;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Komuna Zorg B.V. (Komuna) onder verscherpt toezicht gesteld. Bij het Moeder en ...;https://www.igj.nl/actueel/nieuws/2025/04/24/verscherpt-toezicht-komuna-zorg;24/04/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Verscherpt toezicht voor Komuna Zorg, locatie het Moeder en Kindhuis in Nibbixwoud;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Komuna Zorg B.V. (Komuna) onder verscherpt toezicht gesteld. Bij het Moeder en ...;IGJnews_items.xlsx
Aanwijzing met cliëntenstop voor Accuraat Begeleid Wonen, locaties Portsmuiden en Tijnmuiden;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Stichting Accuraat Begeleid Wonen (Accuraat) een aanwijzing gegeven. De ...;https://www.igj.nl/actueel/nieuws/2025/04/23/aanwijzing-met-clientenstop-accuraat-begeleid-wonen-portsmuiden-en-tijnmuiden;23/04/2025;Other Type;Other;None;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Aanwijzing met cliëntenstop voor Accuraat Begeleid Wonen, locaties Portsmuiden en Tijnmuiden;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Stichting Accuraat Begeleid Wonen (Accuraat) een aanwijzing gegeven. De ...;IGJnews_items.xlsx
Last onder dwangsom voor Amandel Bloesem Woonzorg Groep in Amsterdam;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Amandel Bloesem Woonzorg Groep een last onder dwangsom opgelegd. De ...;https://www.igj.nl/actueel/nieuws/2025/04/23/last-onder-dwangsom-amandel-bloesem-woonzorg-groep-amsterdam;23/04/2025;Other Type;Other;Netherlands;None;None;Unknown;https://www.igj.nl/actueel/nieuws;Last onder dwangsom voor Amandel Bloesem Woonzorg Groep in Amsterdam;De Inspectie Gezondheidszorg en Jeugd (IGJ) heeft Amandel Bloesem Woonzorg Groep een last onder dwangsom opgelegd. De ...;IGJnews_items.xlsx
"""Informative mornings"" marks three years of implementation of the European clinical trial regulation";Infarmed - National Authority of Medicine and Health Products, I. P. promoted, on May 22, a new edition of the “informative mornings”, this time dedicated to the theme “Clinical trials: three years of implementation of European regulation”. The session took place in a virtual format and was attended by experts in the area, also marking International Clinical Treation Day, celebrated on May 20. The initiative aimed to reflect on the impact of the implementation of the European Clinical trial regulation () in ...;https://www.infarmed.pt/web/infarmed/noticias/-/journal_content/56/15786/11276207;22/05/2025;Q&A;IVD;Portugal, Global;Southern Europe, Global;None;Portuguese;https://www.infarmed.pt/web/infarmed/noticias;None;None;Infarmednews_items.xlsx
Databases of European and national medical devices under discussion at Infarmed;Infarmed has met with an entourage of the European Commission's medical device unit, led by its director, Flora Giorgio, and also composed by expert technicians Silvia Ostuni, Pierre-François Rylandt and Lukas Bustin. This visit was an opportunity to present the work developed by the National Authority in the regulation of medical devices and the evaluation of health technologies, including access and financing policies in force at the national level. The meeting also allowed to discuss the ...;https://www.infarmed.pt/web/infarmed/noticias/-/journal_content/56/15786/11263437;19/05/2025;Meeting;Medical Device;European Union;European Union;Eudamed;Portuguese;https://www.infarmed.pt/web/infarmed/noticias;None;None;Infarmednews_items.xlsx
Term Extension: May 27 | Infarmed launches preview consultation for new;Infarmed, through the shared services of the Ministries of Health (SPMS), is launching a prior consultation to the market with the objective of modernizing its institutional (www.infarmed.pt). This consultation intends to collect contributions from specialized economic operators in the area of ​​digital communication and development in order to prepare a future public hiring procedure. For the new, Infarmed aims to improve the user's experience, reinforce transparency in relevant information communication and ensure greater ...;https://www.infarmed.pt/web/infarmed/noticias/-/journal_content/56/15786/11207381;16/05/2025;Order;Other;None;None;None;Portuguese;https://www.infarmed.pt/web/infarmed/noticias;None;None;Infarmednews_items.xlsx
Infarmed experts participate in the Medtech Forum 2025 in Lisbon;Infarmed was present at, one of the largest European meetings dedicated to the medical technology industry, which took place from 13 to 15 May at the Lisbon Congress Center. Since 2007, this forum has been a reference platform to discuss innovation and sustainability in the health sector. This year's edition featured the active participation of Infarmed experts in several thematic panels, highlighting the commitment of the National Authority to regulatory modernization, the promotion of technological innovation and ...;https://www.infarmed.pt/web/infarmed/noticias/-/journal_content/56/15786/11261143;16/05/2025;Regulatory Decision;Medical Device;Portugal, Global;Southern Europe, Global;None;Portuguese;https://www.infarmed.pt/web/infarmed/noticias;None;None;Infarmednews_items.xlsx
CHMP recommends changes in the use of azithromycin to optimize its use and combat antimicrobial resistance;The Committee of Human Use Medicines (CHMP) of the European Medicine Agency (EMA) has completed a revision of drugs containing azithromycin, considering that the (EU), which conflicts with the recommendations on the prudent use of antibiotics included in the World Health Organization (WHO) category. Additionally, a study by Darwin Eu () network, which analyzed the prescription of 141 antibiotics in the WHO surveillance category between 2012 and 2021 ...;https://www.infarmed.pt/web/infarmed/noticias/-/journal_content/56/15786/11277904;23/05/2025;Order;Drug Product;France, Germany, Netherlands, Portugal, Spain, United Kingdom, European Union, Global;Central Europe, Western Europe, Southern Europe, Global, Northern Europe, European Union;Azithromycin;Portuguese;https://www.infarmed.pt/web/infarmed/noticias;None;None;Infarmednews_items.xlsx
New edition of Infarmed News;LIST OF ASSOCIATIONS OF PEOPLE WITH DISEASE REGISTERED NO LIST OF ASSOCIATIONS OF PEOPLE WITH CAPACITED DISEASE AMBULATORY MEDICAL Drugs Hospital Ambulatory MSMR Annual Statistics Implants Seasonal Vaccination Campaign 2023-2024 (Flu and COVID-19) Vaccines Covid-19 Tests available to Covid-19 Infarmed Experimental Medicine Inspection of clinical trials pharmacovigilance of clinical trials publication of statistical clinical trials ...;https://www.infarmed.pt/web/infarmed/noticias/-/journal_content/56/15786/11241535;15/05/2025;Announcement;Vaccine;Portugal, Global;Southern Europe, Global;Inspection;Portuguese;https://www.infarmed.pt/web/infarmed/noticias?p_p_id=101_INSTANCE_cWfpaZd2JOiF&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_pos=1&p_p_col_count=2&_101_INSTANCE_cWfpaZd2JOiF_delta=10&_101_INSTANCE_cWfpaZd2JOiF_keywords=&_101_INSTANCE_cWfpaZd2JOiF_advancedSearch=false&_101_INSTANCE_cWfpaZd2JOiF_andOperator=true&p_r_p_564233524_resetCur=false&_101_INSTANCE_cWfpaZd2JOiF_cur=2;None;None;Infarmednews_items.xlsx
